image_id,gt_nutrient,pred_nutrient,gt_quantity,pred_quantity,gt_unit,pred_unit,gt_context,pred_context,nutrient_match,quantity_match,unit_match,context_match,full_match_3f,full_match_4f,eval_method,nutrient_reason,quantity_reason,unit_reason,context_reason
88.jpeg,Fett/lipides/fat/grassi,Sal/sel/salt/sale,2.3,0.10,g,,per_serving (330 ML),per_100ml,False,False,False,False,False,False,fast+llm,R1 - 'Fett/lipides/fat/grassi' vs 'Sal/sel/salt/sale',R6 - Predicted quantity is not a trace and does not match ground truth,R10 - No matching unit found between 'g' and None,R12 - Contexts do not match after stripping serving size suffix
88.jpeg,davon gesättigte Fettsäuren/of which saturated fatty acids,Sal/sel/salt/sale,1.6,0.33,g,,per_serving (330 ML),per_100ml,False,False,False,False,False,False,fast+llm,R1 - 'Sal' is a short name and does not match the longer compound name 'davon gesättigte Fettsäuren'.,R6 - Predicted quantity (0.33) is neither trace nor equal to ground truth (1.6).,R10 - No matching unit found between 'g' and None.,R12 - Context does not match after stripping serving size suffix.
9.jpeg,Zink,Zink,5,,mg,,per_serving (pro 1 Tablette),per_serving,True,False,False,True,False,False,fast,substring match,mismatch,mismatch,alias match
9.jpeg,Vitamin C,Vitamin C,30,,mg,,per_serving (pro 1 Tablette),per_serving,True,False,False,True,False,False,fast,substring match,mismatch,mismatch,alias match
9.jpeg,Zink,Vitamin Czuachten,10,,mg,,per_daily_dose (pro 2 Tabletten),per_serving,False,False,False,False,False,False,fast+llm,R1 - 'Zink' is a specific nutrient and does not match the predicted 'Vitamin Czuachten'.,"R6 - Predicted quantity is missing, while ground truth has a non-zero value.","R10 - Predicted unit is missing, while ground truth has a defined unit ('mg').",R12 - 'per_daily_dose' does not match the predicted context 'per_serving'.
90.jpeg,Energie/energy kJ (kcal),Energie/energy kJ(kcal,192,192,kJ,ml,per_100ml,,True,True,False,False,False,False,fast+llm,"R1 does not apply, both are valid compound names.",Values match exactly within tolerance.,kJ and ml are not equivalent units.,Predicted context is missing while ground truth has 'per_100ml'.
90.jpeg,Energie/energy kJ (kcal),Energie/energy kJ(kcal,45,115,kcal,,per_100ml,,True,False,False,False,False,False,fast+llm,"R1 does not apply, both are valid compound names.",45 != 115 and the difference exceeds tolerance.,Predicted unit is missing while ground truth has 'kcal'. R10 applies here as kJ and kcal are not equivalent units.,"Both have context, but they do not match after stripping suffixes. R12 and R13 apply."
90.jpeg,Fett/lipides/fat,Fett/lipides/fat,< 0.1,192,g,ml,per_100ml,,True,False,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
90.jpeg,davon gesättigte Fettsäuren/of which saturated fatty acids,of which saturated fatty acids,< 0.1,60,g,,per_100ml,,False,False,False,False,False,False,fast+llm,R1: 'of which saturated fatty acids' is a sub-nutrient of 'davon gesättigte Fettsäuren'.,R6: Predicted quantity (60) does not match ground truth '< 0.1'.,R10: No unit in prediction matches the 'g' in ground truth.,"R12: Both have 'per_100ml', which after stripping context is still a mismatch due to R14."
90.jpeg,Kohlenhydrate/glucides/carbohydrates,Kohlenhydrate/glucides/carbohydrates,10,10,g,,per_100ml,,True,True,False,False,False,False,fast,substring match,numeric match,mismatch,mismatch
90.jpeg,davon Zuckerarten/of which sugars,davon Zuckerarten/of which sugars,10,10,g,,per_100ml,,True,True,False,False,False,False,fast,substring match,numeric match,mismatch,mismatch
90.jpeg,Eiweiss/protéines/protein,Fett/lipides/fat,< 0.1,115,g,,per_100ml,,False,False,False,False,False,False,fast+llm,R1 - 'Fett' is a parent nutrient of 'Eiweiss/protéines/protein'.,R6 - Predicted quantity (115) does not match ground truth '< 0.1'.,R10 - No unit in prediction matches any unit in ground truth.,R12 - Contexts do not match after stripping serving size suffixes.
90.jpeg,Salz/sel/salt,Salz/sel/salt,0.16,0.16,g,,per_100ml,,True,True,False,False,False,False,fast,substring match,numeric match,mismatch,mismatch
90.jpeg,Energie/energy kJ (kcal),davon gesattigte Fettsauren,115,60,kJ,,per_daily_dose (2 Shots (60 ml)),,False,False,False,False,False,False,fast+llm,R1: 'Energie/energy kJ (kcal)' vs 'davon gesattigte Fettsauren' are different nutrients.,R6: Predicted quantity is not a trace and does not match the ground truth value.,"R10: Ground truth unit is 'kJ', while prediction has no unit.",R12: Contexts do not match after stripping serving size suffixes.
90.jpeg,Energie/energy kJ (kcal),Kohlenhydrate/glucides/carbohydrates,27,6.0,kcal,,per_daily_dose (2 Shots (60 ml)),,False,False,False,False,False,False,fast+llm,R1: 'Energie/energy kJ (kcal)' does not match 'Kohlenhydrate/glucides/carbohydrates'.,R6: Quantities do not match and are not both <= 0.1.,R10: 'kcal' is not equivalent to None.,"R13: Contexts do not match, per_daily_dose does not equal None."
90.jpeg,Fett/lipides/fat,Eiweiss/proteines/protein,0,10,g,,per_daily_dose (2 Shots (60 ml)),,False,False,False,False,False,False,fast+llm,R1 - 'Fett/lipides/fat' vs 'Eiweiss/proteines/protein',R6 - Neither quantity is a trace amount and they do not match,R10 - No matching units found,R12 - Contexts do not match after stripping serving size suffix
90.jpeg,davon gesättigte Fettsäuren/of which saturated fatty acids,Eiweiss/proteines/protein,0,609,g,,per_daily_dose (2 Shots (60 ml)),,False,False,False,False,False,False,fast+llm,R1: 'Eiweiss' vs 'davon gesättigte Fettsäuren',R6: Predicted quantity is not a trace and GT is non-zero,R10: No matching unit found between 'g' and None,R12: Contexts do not match after stripping serving size suffix
90.jpeg,Kohlenhydrate/glucides/carbohydrates,Salz/sel/salt,6.0,0.10,g,,per_daily_dose (2 Shots (60 ml)),,False,False,False,False,False,False,fast+llm,R1: 'Kohlenhydrate/glucides/carbohydrates' vs 'Salz/sel/salt',R6: Predicted quantity is not a trace and does not match ground truth,R10: Predicted unit is missing while ground truth has a unit,R12: Contexts do not match after stripping serving size suffix
90.jpeg,davon Zuckerarten/of which sugars,Magnesium/magnesium,6.0,0.16,g,mg,per_daily_dose (2 Shots (60 ml)),,False,False,False,False,False,False,fast+llm,R1: 'Magnesium/magnesium' is a parent nutrient of 'davon Zuckerarten/of which sugars'.,R6: Predicted quantity (0.16 mg) and ground truth quantity (6.0 g) are not trace amounts and do not match.,R10: 'mg' does not match 'g'.,R12: 'per_daily_dose (2 Shots (60 ml))' does not match 'None'.
90.jpeg,Eiweiss/protéines/protein,Magnesium/magnesium,< 0.1,56,g,mg,per_daily_dose (2 Shots (60 ml)),,False,False,False,False,False,False,fast+llm,R1: 'Magnesium/magnesium' is a sub-nutrient of 'Eiweiss/protéines/protein'.,R6: Predicted quantity (56) does not match ground truth '< 0.1'.,R10: 'mg' and 'g' are not equivalent units.,"R12: Predicted context is None, while ground truth has a context."
91.jpeg,Energie/energy/energia kJ (kcal),Energie/energy/energia kJ (kcal,234,234 (55,kJ,,per_100ml,per_100ml,True,False,False,True,False,False,fast,substring match,mismatch,mismatch,alias match
91.jpeg,Energie/energy/energia kJ (kcal),Energie/energy/energia kJ (kcal,55,0.79,kcal,,per_100ml,per_100ml,True,False,False,True,False,False,fast,substring match,mismatch,mismatch,alias match
91.jpeg,Fett/lipides/fat/grassi,Fet/lipides/fat/grassi,0.7,234 (55,g,,per_100ml,per_100ml,True,False,False,True,False,False,fast+llm,"R1 does not apply, names match after normalization.",Values do not match (0.7 vs 234).,Predicted unit is missing while ground truth has a unit.,Contexts match after stripping serving size suffix.
91.jpeg,davon gesättigte Fettsäuren/of which saturated fatty acids,of which saturated fatty acids,0.5,0.5,g,,per_100ml,per_100ml,True,True,False,True,False,False,fast+llm,R3 -- MULTILINGUAL EQUIVALENCES: 'davon gesättigte Fettsäuren' and 'of which saturated fatty acids' are equivalent.,R7 -- NUMERIC EQUALITY: Both quantities match exactly within the allowed tolerance.,"R10 -- UNIT ALIASES: The predicted tuple has no unit, while the ground truth specifies 'g', making them mismatch according to R10.",R12 -- STRIP SERVING SIZE SUFFIX: Both tuples have identical context after stripping serving size suffix.
91.jpeg,Kohlenhydrate/glucides/carbohydrates/carboidrati,Kohlenhydrate/glucides,4.1,4.1,g,,per_100ml,per_100ml,True,True,False,True,False,False,fast+llm,R3 -- MULTILINGUAL EQUIVALENCES: 'Kohlenhydrate/glucides/carbohydrates/carboidrati' and 'Kohlenhydrate/glucides' are considered the same nutrient.,R7 -- NUMERIC EQUALITY: Both quantities match exactly within tolerance.,R10 -- UNIT ALIASES: 'g' in ground truth does not match None in prediction.,R12 -- STRIP SERVING SIZE SUFFIX: 'per_100ml' matches after stripping suffix.
91.jpeg,davon Zuckerarten/of which sugars,avon Zuckerarten/of which sugars,3.5,8.0,g,,per_100ml,per_100ml,True,False,False,True,False,False,fast,substring match,mismatch,mismatch,alias match
91.jpeg,Eiweiss/protein(e)/protéines,Fet/lipides/fat/grassi,8.0,0.5,g,,per_100ml,per_100ml,False,False,False,True,False,False,fast+llm,"R1: 'Fet/lipides/fat/grassi' is a fat family nutrient, while the ground truth is an protein family nutrient.",R6: The quantities do not match and are not both <= 0.1g to be considered traces.,"R10: The predicted unit is missing, and the ground truth has a unit 'g'.",R12: Both have 'per_100ml' after stripping serving size suffixes.
91.jpeg,Salz/sel/salt/sale**,davon gesattigte Fettsauren,0.10,0.5,g,,per_100ml,per_100ml,False,False,False,True,False,False,fast+llm,R1 - 'davon gesattigte Fettsauren' is a specific nutrient and does not match the salt family.,"R6 - Neither value is <= 0.1, so they cannot be considered traces and do not match.",R10 - No unit matches between 'g' and None.,"R12 - Both contexts are stripped to 'per_100ml', which matches."
91.jpeg,Energie/energy/energia kJ (kcal),davon gesattigte Fettsauren,772,0.79,kJ,,per_serving (PER DRINK (330 ML)),per_100ml,False,False,False,False,False,False,fast+llm,R1 - 'Energie/energy kJ (kcal)' is a parent nutrient of 'davon gesattigte Fettsauren'.,R6 - Predicted quantity 0.79 does not match ground truth quantity 772 and both are above trace amount threshold.,"R10 - Ground truth unit is 'kJ' while prediction has no unit, and kJ and kcal are not equivalent units.",R13 - Predicted context 'per_100ml' does not match ground truth context 'per_serving'.
91.jpeg,Energie/energy/energia kJ (kcal),of which saturated fatty acids,181,4.1,kcal,,per_serving (PER DRINK (330 ML)),per_100ml,False,False,False,False,False,False,fast+llm,R1 - 'Energie/energy/energia kJ (kcal)' vs 'of which saturated fatty acids',R6 - Predicted quantity is not a trace and does not match ground truth,"R10 - Ground truth unit is kcal, prediction has no unit",R12 - Contexts do not match after stripping serving size suffix
91.jpeg,Fett/lipides/fat/grassi,Kohlenhydrate/glucides,2.3,11,g,,per_serving (PER DRINK (330 ML)),per_100ml,False,False,False,False,False,False,fast+llm,R1 - GROUND TRUTH 'Fett/lipides/fat/grassi' vs PREDICTION 'Kohlenhydrate/glucides',R6 - GT quantity is not a trace and prediction has a non-zero value,R10 - Predicted unit is missing while ground truth has 'g',R12 - GROUND TRUTH 'per_serving (PER DRINK (330 ML))' vs PREDICTION 'per_100ml'
91.jpeg,davon gesättigte Fettsäuren/of which saturated fatty acids,tartohydrates/carboidrati,1.6,4.1,g,,per_serving (PER DRINK (330 ML)),per_100ml,False,False,False,False,False,False,fast+llm,R1: 'tartohydrates/carboidrati' is a short name that does not match the longer compound name 'davon gesättigte Fettsäuren/of which saturated fatty acids'.,"R6: The predicted quantity (4.1) and ground truth quantity (1.6) are both greater than 0.1, so they do not match as traces.","R10: The predicted unit is missing while the ground truth has a unit 'g', which makes them mismatch.","R12: After stripping the serving size suffix from 'per_serving (PER DRINK (330 ML))', it does not match 'per_100ml'."
91.jpeg,Kohlenhydrate/glucides/carbohydrates/carboidrati,tartohydrates/carboidrati,13,3.5,g,,per_serving (PER DRINK (330 ML)),per_100ml,False,False,False,False,False,False,fast+llm,"R1 - 'Kohlenhydrate/glucides/carbohydrates/carboidrati' is a specific form of carbohydrate, while 'tartohydrates/carboidrati' is not a recognized nutrient name.","R6 - Predicted quantity (3.5) does not match ground truth quantity (13), and neither are traces.","R10 - Ground truth unit 'g' does not match predicted unit, which is missing.","R12 - After stripping serving size suffix, 'per_serving' does not match 'per_100ml'."
91.jpeg,davon Zuckerarten/of which sugars,avon Zuckerarten/of which sugars,11,3.5,g,,per_serving (PER DRINK (330 ML)),per_100ml,True,False,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
91.jpeg,Eiweiss/protein(e)/protéines,Eweiss/protein(el/proteines,26,0.10,g,,per_serving (PER DRINK (330 ML)),per_100ml,False,False,False,False,False,False,fast+llm,R1 - 'Eiweiss' vs 'Eweiss/protein(el/proteines',R6 - Predicted quantity is not a trace and does not match ground truth,R10 - No matching unit found between 'g' and None,R12 - Contexts do not match after stripping serving size suffix
91.jpeg,Salz/sel/salt/sale**,Eweiss/protein(el/proteines,0.33,8.0,g,,per_serving (PER DRINK (330 ML)),per_100ml,False,False,False,False,False,False,fast+llm,R1 - 'Salz' vs 'Eiweiss',R6 - Predicted quantity is not a trace and GT quantity is not zero,R10 - No matching unit found,R12 - Context does not match after stripping serving size suffix
